Left_x,Left_y,Right_x,Right_y,time(s),Encoder,Scissor_metric
-0.479977553,0.096987062,-0.332762861,-0.063887526,13.91613674,0.603279182,-0.147214692
-0.484607789,0.095418178,-0.379312545,-0.07794598,14.02204156,0.591606623,-0.105295244
-0.484607789,0.095418178,-0.379312545,-0.07794598,14.12224412,0.557015792,-0.105295244
-0.413472631,0.088555516,-0.401468181,-0.078314823,14.24308944,0.544046296,-0.012004451
-0.413472631,0.088555516,-0.401468181,-0.078314823,14.32137847,0.544046296,-0.012004451
-0.413472631,0.088555516,-0.401468181,-0.078314823,14.41596079,0.537824211,-0.012004451
-0.30063351,0.074611333,-0.452380382,-0.071756777,14.51555252,0.537824211,0.151746872
-0.296123275,0.069011786,-0.461179721,-0.073021886,14.61625409,0.564272159,0.165056446
-0.296123275,0.069011786,-0.461179721,-0.073021886,14.71559381,0.590654437,0.165056446
-0.298231875,0.07889414,-0.441543098,-0.068593945,14.8227632,0.587748605,0.143311223
-0.298231875,0.07889414,-0.441543098,-0.068593945,14.91530752,0.569065952,0.143311223
-0.332002635,0.015111149,-0.420436593,-0.016193917,15.02206349,0.554635314,0.088433959
-0.350675843,0.07297183,-0.287795873,-0.079774786,15.1240654,0.544571621,-0.06287997
-0.350675843,0.07297183,-0.287795873,-0.079774786,15.22346759,0.556917315,-0.06287997
-0.350675843,0.07297183,-0.287795873,-0.079774786,15.32659364,0.560266404,-0.06287997
-0.41535023,0.085075417,-0.270078212,-0.061191366,15.41596389,0.566652652,-0.145272019
-0.41535023,0.085075417,-0.270078212,-0.061191366,15.529562,0.603509031,-0.145272019
-0.444033751,0.093185179,-0.287397048,-0.055096971,15.62252593,0.610059457,-0.156636703
-0.444033751,0.093185179,-0.287397048,-0.055096971,15.7183373,0.624884092,-0.156636703
-0.468241181,0.082317156,-0.325671438,-0.077483239,15.82198763,0.621715605,-0.142569743
-0.466373048,0.087043265,-0.370949758,-0.092939219,15.92335701,0.602967267,-0.095423289
-0.466373048,0.087043265,-0.370949758,-0.092939219,16.02037024,0.59603924,-0.095423289
-0.382711587,0.086705952,-0.406694442,-0.086112828,16.13797975,0.583020469,0.023982855
-0.328254059,0.077051909,-0.434868118,-0.082158181,16.21574283,0.582232447,0.106614059
-0.328254059,0.077051909,-0.434868118,-0.082158181,16.31557965,0.595792995,0.106614059
-0.287800936,0.063920027,-0.449748378,-0.077100841,16.41541147,0.601686726,0.161947442
-0.287800936,0.063920027,-0.449748378,-0.077100841,16.52578712,0.612505592,0.161947442
-0.301224356,0.06257183,-0.466623221,-0.082983241,16.62453103,0.614475649,0.165398865
-0.301224356,0.06257183,-0.466623221,-0.082983241,16.72004724,0.614803989,0.165398865
-0.301224356,0.06257183,-0.466623221,-0.082983241,16.81553698,0.611028067,0.165398865
-0.339659735,0.012488668,-0.448670688,-0.017372765,16.91694427,0.605429827,0.109010953
-0.370890759,0.073622073,-0.287143318,-0.080161751,17.01524568,0.607908798,-0.083747441
-0.370890759,0.073622073,-0.287143318,-0.080161751,17.11617231,0.611733994,-0.083747441
-0.370890759,0.073622073,-0.287143318,-0.080161751,17.21911001,0.609484857,-0.083747441
-0.370890759,0.073622073,-0.287143318,-0.080161751,17.31608844,0.608959504,-0.083747441
-0.438927356,0.086816239,-0.279479274,-0.046901538,17.42187214,0.612587688,-0.159448082
-0.463623485,0.090060365,-0.296497126,-0.060954124,17.51963449,0.625491542,-0.167126359
-0.463623485,0.090060365,-0.296497126,-0.060954124,17.62287641,0.619597782,-0.167126359
-0.486626092,0.089566727,-0.34160333,-0.08063841,17.71606278,0.605085062,-0.145022762
-0.455108581,0.089866567,-0.380010233,-0.094585422,17.81837344,0.596597429,-0.075098348
-0.455108581,0.089866567,-0.380010233,-0.094585422,17.91958117,0.578046103,-0.075098348
-0.372147958,0.089716657,-0.420058432,-0.088437798,18.06481981,0.564633335,0.047910474
-0.372147958,0.089716657,-0.420058432,-0.088437798,18.17385721,0.573909005,0.047910474
-0.318337379,0.083036259,-0.449961547,-0.079237544,18.22360373,0.573909005,0.131624168
-0.29211417,0.070053876,-0.466825859,-0.07720368,18.32057428,0.590884271,0.174711689
-0.29211417,0.070053876,-0.466825859,-0.07720368,18.41551447,0.590884271,0.174711689
-0.313644159,0.070324559,-0.481671684,-0.070874702,18.52012086,0.612981685,0.168027525
-0.329097116,0.083971443,-0.479954287,-0.071767398,18.6194644,0.593790089,0.150857171
-0.329097116,0.083971443,-0.479954287,-0.071767398,18.71514702,0.562302103,0.150857171
-0.329097116,0.083971443,-0.479954287,-0.071767398,18.82260609,0.54550741,0.150857171
-0.329097116,0.083971443,-0.479954287,-0.071767398,18.91874909,0.549907177,0.150857171
-0.394693122,0.069002915,-0.303906543,-0.077749074,19.0235045,0.559806693,-0.090786579
-0.424980181,0.09840798,-0.300644582,-0.055337758,19.1165607,0.572841888,-0.124335599
-0.424980181,0.09840798,-0.300644582,-0.055337758,19.21964502,0.595678064,-0.124335599
-0.424980181,0.09840798,-0.300644582,-0.055337758,19.3161006,0.60895949,-0.124335599
-0.475607917,0.092669727,-0.294922544,-0.05693604,19.41567111,0.622470764,-0.180685373
-0.475607917,0.092669727,-0.294922544,-0.05693604,19.51595783,0.617775492,-0.180685373
-0.49268001,0.092095991,-0.334983104,-0.077379792,19.62143397,0.614492074,-0.157696906
-0.49268001,0.092095991,-0.334983104,-0.077379792,19.72213554,0.609222174,-0.157696906
-0.441688008,0.088107078,-0.373465204,-0.087735082,19.834553,0.597631696,-0.068222804
-0.395823723,0.174139717,-0.38410467,-0.011632892,19.91566992,0.589538089,-0.011719053
-0.395823723,0.174139717,-0.38410467,-0.011632892,20.01724267,0.601456907,-0.011719053
-0.303679447,0.080912568,-0.442205729,-0.071432918,20.11545014,0.601030046,0.138526282
-0.289543854,0.067737669,-0.466328725,-0.079461917,20.21792793,0.625360171,0.176784872
-0.289543854,0.067737669,-0.466328725,-0.079461917,20.31542158,0.626394452,0.176784872
-0.307553259,0.067119571,-0.479700028,-0.070492542,20.41523743,0.641301184,0.172146769
-0.307553259,0.067119571,-0.479700028,-0.070492542,20.5213933,0.636195461,0.172146769
-0.32030744,0.081928312,-0.448047761,-0.074003919,20.62335396,0.630925576,0.127740321
-0.32030744,0.081928312,-0.448047761,-0.074003919,20.71830177,0.606382027,0.127740321
-0.32030744,0.081928312,-0.448047761,-0.074003919,20.81572199,0.606382027,0.127740321
-0.392747076,0.07253513,-0.300383418,-0.07661493,20.91897321,0.58433386,-0.092363658
-0.436461958,0.084663835,-0.2949126,-0.065468226,21.0155859,0.590687273,-0.141549358
-0.436461958,0.084663835,-0.2949126,-0.065468226,21.11528635,0.604214957,-0.141549358
-0.436461958,0.084663835,-0.2949126,-0.065468226,21.21931529,0.628413784,-0.141549358
-0.486359228,0.088441964,-0.316256702,-0.075086182,21.32113099,0.635013442,-0.170102526
-0.486359228,0.088441964,-0.316256702,-0.075086182,21.41928411,0.626164604,-0.170102526
-0.505541845,0.083421983,-0.369308013,-0.093048367,21.52203727,0.619335098,-0.136233832
-0.505541845,0.083421983,-0.369308013,-0.093048367,21.62131023,0.617250124,-0.136233832
-0.460348179,0.079005065,-0.40971494,-0.107058222,21.73160815,0.592755836,-0.050633239
-0.386030229,0.086016849,-0.437538838,-0.095568778,21.82512403,0.592755836,0.051508609
-0.386030229,0.086016849,-0.437538838,-0.095568778,21.92524076,0.546196912,0.051508609
-0.315853382,0.06858269,-0.452634898,-0.085120654,22.01525736,0.552287685,0.136781516
-0.28138904,0.060956444,-0.455590339,-0.089856137,22.12237453,0.567506346,0.174201299
-0.28138904,0.060956444,-0.455590339,-0.089856137,22.22831225,0.581542959,0.174201299
-0.300297676,0.06029882,-0.463212366,-0.079418622,22.32286978,0.59454529,0.16291469
-0.300297676,0.06029882,-0.463212366,-0.079418622,22.42277408,0.595661654,0.16291469
-0.31312237,0.075826224,-0.447644392,-0.076018368,22.51816106,0.58899631,0.134522023
-0.31312237,0.075826224,-0.447644392,-0.076018368,22.61641359,0.58899631,0.134522023
-0.31312237,0.075826224,-0.447644392,-0.076018368,22.72496796,0.588454547,0.134522023
-0.362342497,0.081918924,-0.292557888,-0.074032843,22.82562232,0.556457618,-0.06978461
-0.362342497,0.081918924,-0.292557888,-0.074032843,22.91696143,0.556096442,-0.06978461
-0.362342497,0.081918924,-0.292557888,-0.074032843,23.02182603,0.574926862,-0.06978461
-0.432187026,0.0882387,-0.278163898,-0.05777842,23.11923695,0.585318895,-0.154023129
-0.432187026,0.0882387,-0.278163898,-0.05777842,23.22344446,0.593314025,-0.154023129
-0.457828892,0.090362282,-0.294678063,-0.056551815,23.3152771,0.590621616,-0.163150828
-0.484032524,0.089146046,-0.325126691,-0.077702606,23.41857219,0.578587881,-0.158905833
-0.484032524,0.089146046,-0.325126691,-0.077702606,23.51565695,0.570247972,-0.158905833
-0.464816037,0.08391829,-0.369343823,-0.096060561,23.61779046,0.570247972,-0.095472214
-0.372404741,0.086841385,-0.405257631,-0.09035643,23.73888445,0.53779139,0.032852889
-0.372404741,0.086841385,-0.405257631,-0.09035643,23.91959667,0.53557506,0.032852889
-0.316143133,0.066269801,-0.422565243,-0.090574784,23.92125201,0.53557506,0.10642211
-0.316143133,0.066269801,-0.422565243,-0.090574784,24.01539636,0.558887357,0.10642211
-0.281967264,0.06110194,-0.440950099,-0.08956352,24.1155498,0.581231029,0.158982835
-0.292543848,0.059430846,-0.453882864,-0.080350452,24.21642447,0.586862091,0.161339017
-0.292543848,0.059430846,-0.453882864,-0.080350452,24.31538677,0.590900696,0.161339017
-0.310236497,0.074237819,-0.444808921,-0.075771318,24.4180758,0.583266743,0.134572424
-0.341383878,0.012452722,-0.437803318,-0.017088493,24.527246,0.576190963,0.09641944
-0.341383878,0.012452722,-0.437803318,-0.017088493,24.62139487,0.571495677,0.09641944
-0.366045005,0.082236453,-0.29980646,-0.076227703,24.73587012,0.556933725,-0.066238546
-0.366045005,0.082236453,-0.29980646,-0.076227703,24.83693957,0.546607363,-0.066238546
-0.366045005,0.082236453,-0.29980646,-0.076227703,24.91560555,0.56433783,-0.066238546
-0.434255691,0.085895614,-0.277867,-0.059405183,25.01793504,0.573465748,-0.15638869
-0.434255691,0.085895614,-0.277867,-0.059405183,25.12211227,0.582019052,-0.15638869
-0.457603068,0.086012391,-0.297765999,-0.067799371,25.21783161,0.592919985,-0.15983707
-0.457603068,0.086012391,-0.297765999,-0.067799371,25.32323408,0.592821493,-0.15983707
-0.484094454,0.085072626,-0.340520206,-0.082907855,25.42193961,0.596646675,-0.143574248
-0.464279942,0.084282781,-0.38397091,-0.1007196,25.51883674,0.587223267,-0.080309032
-0.464279942,0.084282781,-0.38397091,-0.1007196,25.62246251,0.585236785,-0.080309032
-0.42833862,0.192449897,-0.395975509,-0.012785769,25.71760917,0.577619242,-0.032363112
-0.315450128,0.066485307,-0.446060104,-0.09229319,25.82084131,0.584465187,0.130609976
-0.315450128,0.066485307,-0.446060104,-0.09229319,25.92135048,0.594627386,0.130609976
-0.287250245,0.061435421,-0.46598803,-0.092000346,26.02313805,0.594627386,0.178737785
-0.287250245,0.061435421,-0.46598803,-0.092000346,26.12666869,0.601522549,0.178737785
-0.287250245,0.061435421,-0.46598803,-0.092000346,26.22093248,0.608204317,0.178737785
-0.317467303,0.071009534,-0.471282553,-0.085757499,26.32363391,0.606611861,0.15381525
-0.317467303,0.071009534,-0.471282553,-0.085757499,26.41687632,0.584005505,0.15381525
-0.354292866,0.006984979,-0.469605767,-0.024583883,26.51917076,0.574253742,0.115312901
-0.374300175,0.077699246,-0.30655784,-0.07822096,26.62549949,0.563828873,-0.067742335
-0.374300175,0.077699246,-0.30655784,-0.07822096,26.73510122,0.55747546,-0.067742335
-0.417896504,0.077339701,-0.287353123,-0.070781722,26.82095861,0.566160106,-0.130543381
-0.445939753,0.086290454,-0.281931092,-0.05797979,26.92253876,0.579704215,-0.164008661
-0.445939753,0.086290454,-0.281931092,-0.05797979,27.02459288,0.606858106,-0.164008661
-0.470117547,0.089181381,-0.299906531,-0.056714489,27.11927962,0.60469105,-0.170211015
-0.470117547,0.089181381,-0.299906531,-0.056714489,27.21553397,0.599913682,-0.170211015
-0.493660856,0.088208957,-0.32888056,-0.080311928,27.31952119,0.587223267,-0.164780296
-0.464723054,0.089187488,-0.360930379,-0.090075929,27.42113972,0.57633873,-0.103792676
-0.464723054,0.089187488,-0.360930379,-0.090075929,27.51878762,0.567079485,-0.103792676
-0.423066785,0.183235308,-0.384481065,-0.011110038,27.6191802,0.564107968,-0.03858572
-0.319959798,0.086869395,-0.427662684,-0.069134946,27.72357702,0.568951021,0.107702886
-0.319959798,0.086869395,-0.427662684,-0.069134946,27.82338595,0.581969777,0.107702886
-0.287334325,0.075554798,-0.442737683,-0.075179177,27.92012477,0.593839335,0.155403358
-0.287334325,0.075554798,-0.442737683,-0.075179177,28.01866341,0.618087422,0.155403358
-0.293148861,0.068334014,-0.464070087,-0.076241118,28.11651158,0.624916942,0.170921227
-0.304632082,0.083897076,-0.45319291,-0.071277714,28.21535325,0.62813469,0.148560828
-0.304632082,0.083897076,-0.45319291,-0.071277714,28.31885123,0.620861912,0.148560828
-0.304632082,0.083897076,-0.45319291,-0.071277714,28.42111516,0.620861912,0.148560828
-0.370887183,0.06969776,-0.298223885,-0.078412937,28.516186,0.602080738,-0.072663298
-0.370887183,0.06969776,-0.298223885,-0.078412937,28.6215198,0.602080738,-0.072663298
-0.370887183,0.06969776,-0.298223885,-0.078412937,28.72245002,0.588651545,-0.072663298
-0.370887183,0.06969776,-0.298223885,-0.078412937,28.82209206,0.584711432,-0.072663298
-0.370887183,0.06969776,-0.298223885,-0.078412937,28.91586709,0.616429266,-0.072663298
-0.468044137,0.092452723,-0.302649482,-0.061300069,29.01638651,0.63207476,-0.165394655
-0.468044137,0.092452723,-0.302649482,-0.061300069,29.12001944,0.630022622,-0.165394655
-0.494474961,0.089766791,-0.341938334,-0.083506156,29.22141266,0.619367933,-0.152536627
-0.464236135,0.086446114,-0.379680492,-0.095173281,29.31969237,0.597237699,-0.084555643
-0.464236135,0.086446114,-0.379680492,-0.095173281,29.42248893,0.593084162,-0.084555643
-0.43007379,0.180717194,-0.392224428,-0.015993662,29.51965451,0.579507217,-0.037849362
-0.43007379,0.180717194,-0.392224428,-0.015993662,29.61541939,0.579507217,-0.037849362
-0.325214617,0.075334948,-0.442486206,-0.08278231,29.71562123,0.582232461,0.11727159
-0.292461684,0.061363804,-0.463602518,-0.090918864,29.82212734,0.595251217,0.171140835
-0.292461684,0.061363804,-0.463602518,-0.090918864,29.91516709,0.605479059,0.171140835
-0.299495095,0.054887852,-0.470607903,-0.089129511,30.02414346,0.592837903,0.171112808
-0.308196879,0.068183145,-0.44482467,-0.083622636,30.12202716,0.586254656,0.136627791
-0.308196879,0.068183145,-0.44482467,-0.083622636,30.22298265,0.574434344,0.136627791
-0.345160147,0.004432626,-0.435946423,-0.021570864,30.3179388,0.574434344,0.090786276
-0.345160147,0.004432626,-0.435946423,-0.021570864,30.42220116,0.529976848,0.090786276
-0.3687588,0.061715017,-0.293043453,-0.089468947,30.54193306,0.536281015,-0.075715348
-0.408351379,0.065881826,-0.275580941,-0.077297222,30.61564088,0.539679336,-0.132770438
-0.408351379,0.065881826,-0.275580941,-0.077297222,30.71665311,0.554438315,-0.132770438
-0.432248941,0.080449321,-0.278025768,-0.066547327,30.81569862,0.567145156,-0.154223173
-0.457723228,0.084861081,-0.297850596,-0.067796376,30.9240272,0.565355687,-0.159872632
-0.457723228,0.084861081,-0.297850596,-0.067796376,31.01700449,0.571413581,-0.159872632
-0.476578257,0.077521839,-0.326333443,-0.089746673,31.1246562,0.565010922,-0.150244815
-0.476578257,0.077521839,-0.326333443,-0.089746673,31.22456789,0.565010922,-0.150244815
-0.464605756,0.080520347,-0.357587448,-0.102700152,31.31535697,0.53871074,-0.107018308
