Left_x,Left_y,Right_x,Right_y,time(s),Encoder,Scissor_metric
-0.468343557,0.098178727,-0.310614475,-0.056538871,28.02010822,1.022095872,-0.157729082
-0.468343557,0.098178727,-0.310614475,-0.056538871,28.11252546,1.045358865,-0.157729082
-0.468343557,0.098178727,-0.310614475,-0.056538871,28.21877122,1.036920478,-0.157729082
-0.509831898,0.087458951,-0.331554826,-0.074605778,28.31873012,1.035508625,-0.178277073
-0.509831898,0.087458951,-0.331554826,-0.074605778,28.41529226,1.020437702,-0.178277073
-0.371501952,0.071140942,-0.410569004,-0.097175695,28.51308036,1.020437702,0.039067052
-0.371501952,0.071140942,-0.410569004,-0.097175695,28.61456275,1.025198688,0.039067052
-0.371501952,0.071140942,-0.410569004,-0.097175695,28.71223903,1.020618318,0.039067052
-0.296102219,0.064072992,-0.479717629,-0.088814831,28.81927991,1.01603792,0.18361541
-0.296102219,0.064072992,-0.479717629,-0.088814831,28.91838408,1.00303556,0.18361541
-0.319174557,-0.013484716,-0.452469613,-0.027348911,29.01791024,0.985026041,0.133295056
-0.364616669,0.071058291,-0.270328242,-0.070790834,29.11519456,0.978754695,-0.094288427
-0.364616669,0.071058291,-0.270328242,-0.070790834,29.21879935,0.950566509,-0.094288427
-0.446674536,0.100261774,-0.306566679,-0.056480322,29.31271625,0.9484487,-0.140107857
-0.446674536,0.100261774,-0.306566679,-0.056480322,29.41718006,0.962255479,-0.140107857
-0.446674536,0.100261774,-0.306566679,-0.056480322,29.51379561,0.952454484,-0.140107857
-0.505686034,0.07775854,-0.318061441,-0.079084513,29.61624622,0.952454484,-0.187624593
-0.505686034,0.07775854,-0.318061441,-0.079084513,29.71960855,0.927418418,-0.187624593
-0.399535107,0.082872915,-0.390803756,-0.089625425,29.84414029,0.897736297,-0.008731351
-0.399535107,0.082872915,-0.390803756,-0.089625425,29.92485046,0.897736297,-0.008731351
-0.399535107,0.082872915,-0.390803756,-0.089625425,30.01405644,0.89332009,-0.008731351
